data,canal_marketing,investimento_marketing,roi_marketing,volume_vendas,ticket_medio,clientes_recorrentes,churn_rate,nps,custo_operacional,faturamento,inadimplencia
2029-08-06,Rádio,22584.39,7.33,3132,184.79,1654,0.0248,20,53843.32,578762.28,0.1259
2029-08-07,Google Ads,33747.18,7.5,1427,117.53,1613,0.0702,4,18348.74,167715.31,0.1826
2029-08-08,WhatsApp,17028.17,4.23,3262,166.3,418,0.0382,70,112108.02,542470.6,0.0547
2029-08-09,Rádio,13085.83,0.55,491,75.13,795,0.1265,11,71900.01,36888.83,0.1387
2029-08-10,Outdoor,31736.94,1.32,3355,73.43,2128,0.1481,58,122814.26,246357.65,0.1095
2029-08-11,Instagram,1736.71,4.8,2159,128.72,1305,0.1339,80,105730.47,277906.48,0.0299
2029-08-12,TV,36175.89,0.68,3337,139.45,1047,0.0816,57,13383.2,465344.65,0.1174
2029-08-13,Outdoor,25944.16,3.48,2146,144.85,546,0.0961,87,77511.01,310848.1,0.1447
2029-08-14,Instagram,30484.81,2.78,4341,161.85,1639,0.1425,36,148674.07,702590.85,0.1237
2029-08-15,Facebook Ads,31778.07,5.86,1405,94.24,1013,0.0831,82,49641.19,132407.2,0.0298
2029-08-16,Google Ads,26588.98,0.92,2994,143.39,2054,0.0976,44,76478.92,429309.66,0.1724
2029-08-17,WhatsApp,29335.42,4.17,2132,78.22,1248,0.0962,79,99544.7,166765.04,0.0178
2029-08-18,Rádio,34347.52,4.84,864,82.85,2395,0.1077,24,34328.51,71582.4,0.0548
2029-08-19,Rádio,37779.38,5.13,598,60.1,1864,0.0978,26,106863.55,35939.8,0.127
2029-08-20,Google Ads,36508.89,3.54,3468,162.05,1438,0.1023,50,100667.62,561989.4,0.0514
2029-08-21,WhatsApp,43546.01,2.78,3044,126.05,1159,0.1103,41,59369.27,383696.2,0.0293
2029-08-22,Google Ads,9877.45,5.62,3904,85.73,626,0.1223,70,46243.69,334689.92,0.1073
2029-08-23,Facebook Ads,20356.82,6.86,4313,133.44,103,0.0634,41,138269.89,575526.72,0.1473
2029-08-24,Instagram,47415.91,5.7,4560,103.14,278,0.1131,59,23418.42,470318.4,0.088
2029-08-25,Outdoor,20131.23,7.49,235,175.58,828,0.0195,71,67644.46,41261.3,0.1427
2029-08-26,Rádio,6681.07,5.88,1200,129.22,1607,0.132,78,116212.63,155064.0,0.1735
2029-08-27,Facebook Ads,26509.53,6.23,1971,54.47,1034,0.0471,57,26479.88,107360.37,0.1922
2029-08-28,Instagram,5919.8,1.76,4133,197.76,422,0.0635,79,140274.49,817342.08,0.0543
2029-08-29,Facebook Ads,10541.24,3.65,4213,61.14,518,0.1215,71,81306.6,257582.82,0.125
2029-08-30,WhatsApp,49916.78,4.14,4112,154.39,2517,0.0974,99,78198.27,634851.68,0.0607
2029-08-31,Rádio,27297.45,2.42,304,115.59,1899,0.0498,95,66520.22,35139.36,0.1755
2029-09-01,Outdoor,14560.89,4.46,4694,87.4,581,0.0377,80,130780.28,410255.6,0.1792
2029-09-02,Google Ads,49741.36,2.68,2471,151.47,1473,0.1439,99,142524.0,374282.37,0.0712
2029-09-03,Google Ads,48344.67,5.66,4790,68.88,1257,0.0177,21,60109.86,329935.2,0.1326
2029-09-04,Instagram,22316.58,4.03,661,178.74,611,0.0056,95,83647.08,118147.14,0.1787
2029-09-05,Outdoor,13389.95,3.94,3414,87.59,139,0.1026,57,50736.35,299032.26,0.1066
2029-09-06,TV,42000.78,7.88,4060,104.22,1689,0.0941,10,58362.43,423133.2,0.1469
2029-09-07,WhatsApp,35923.23,3.44,2626,144.9,1456,0.112,5,9108.37,380507.4,0.1622
2029-09-08,Instagram,34503.6,3.22,2311,50.15,418,0.1111,21,118960.65,115896.65,0.1757
2029-09-09,TV,44709.13,2.89,2471,120.91,1342,0.1302,77,145553.31,298768.61,0.1079
2029-09-10,Facebook Ads,34626.15,7.21,4835,184.14,64,0.1387,91,116581.35,890316.9,0.1889
2029-09-11,WhatsApp,14548.0,4.23,2781,152.06,2441,0.1174,11,80140.66,422878.86,0.1295
2029-09-12,Facebook Ads,34846.23,5.0,2906,108.19,1268,0.0387,26,124988.95,314400.14,0.0388
2029-09-13,Outdoor,15637.77,1.86,3869,149.06,1995,0.0722,0,129392.46,576713.14,0.1264
2029-09-14,Rádio,38082.33,4.56,2355,190.49,1109,0.098,63,83955.78,448603.95,0.0667
2029-09-15,WhatsApp,31177.52,2.56,4510,78.17,966,0.0832,73,140887.84,352546.7,0.0807
2029-09-16,TV,4331.87,5.98,1000,129.77,2302,0.028,96,9374.68,129770.0,0.1637
2029-09-17,Rádio,25885.35,6.74,1850,85.21,1724,0.0904,79,6463.92,157638.5,0.1949
2029-09-18,Google Ads,17493.4,5.86,4999,178.13,825,0.1335,38,16811.61,890471.87,0.1753
2029-09-19,TV,16764.25,5.98,3395,158.16,1130,0.0657,59,13389.37,536953.2,0.0719
2029-09-20,Instagram,30311.69,4.34,3259,170.16,1183,0.102,69,66568.59,554551.44,0.0962
2029-09-21,Google Ads,16455.08,5.84,1552,191.45,735,0.0943,53,141346.56,297130.4,0.1969
2029-09-22,Google Ads,38956.24,3.67,1343,84.85,2815,0.0597,24,102907.41,113953.55,0.1855
2029-09-23,Instagram,4004.18,5.39,2422,57.31,274,0.087,19,100620.66,138804.82,0.1956
2029-09-24,WhatsApp,33189.22,2.44,1770,93.64,113,0.0355,35,60808.48,165742.8,0.0923
2029-09-25,Google Ads,40555.14,1.02,2127,109.87,1837,0.0842,22,82396.14,233693.49,0.1621
2029-09-26,Outdoor,33805.17,3.6,1868,143.77,1010,0.1208,79,49105.33,268562.36,0.1755
2029-09-27,TV,25112.85,3.96,3763,169.66,1425,0.115,0,80086.47,638430.58,0.0184
2029-09-28,Rádio,47540.2,2.42,2402,102.47,2417,0.0569,93,113265.83,246132.94,0.0606
2029-09-29,Google Ads,15346.96,5.96,1269,121.02,406,0.0213,26,86010.41,153574.38,0.1779
2029-09-30,TV,1448.81,1.05,4810,167.82,142,0.121,51,65736.42,807214.2,0.0839
2029-10-01,Facebook Ads,21883.47,2.17,2532,83.8,2792,0.0434,1,127513.7,212181.6,0.0629
2029-10-02,TV,2134.09,6.11,486,82.57,1373,0.0127,20,46679.22,40129.02,0.0618
2029-10-03,Rádio,47719.87,3.78,2530,138.38,1567,0.0696,8,74815.6,350101.4,0.0813
2029-10-04,TV,10890.94,5.79,3448,115.41,1727,0.1122,87,146831.35,397933.68,0.0564
2029-10-05,Instagram,39551.89,4.76,1505,192.33,1462,0.1222,47,145261.64,289456.65,0.0106
2029-10-06,Rádio,38841.32,7.63,223,103.55,1684,0.1474,38,5911.27,23091.65,0.0428
2029-10-07,WhatsApp,11277.58,4.98,4097,163.93,2531,0.0325,41,82173.84,671621.21,0.1777
2029-10-08,Facebook Ads,31250.71,0.61,3552,137.46,1175,0.0476,70,53853.29,488257.92,0.0244
2029-10-09,Instagram,2879.91,3.15,3996,58.19,890,0.0934,93,47227.46,232527.24,0.0885
2029-10-10,WhatsApp,24436.94,1.57,1724,62.66,1451,0.1226,44,91456.57,108025.84,0.0967
2029-10-11,TV,1225.03,7.43,1281,80.47,1656,0.0389,1,69714.13,103082.07,0.1578
2029-10-12,Rádio,46096.62,1.28,827,71.47,947,0.0644,75,111262.1,59105.69,0.058
2029-10-13,Facebook Ads,48816.26,3.41,3984,99.41,2981,0.0642,76,8934.46,396049.44,0.0688
2029-10-14,Instagram,11503.0,2.2,3770,136.85,2875,0.1171,66,139399.17,515924.5,0.0127
2029-10-15,WhatsApp,10801.25,6.85,1241,140.35,541,0.0399,42,87301.03,174174.35,0.1815
2029-10-16,WhatsApp,37809.15,2.81,2475,138.17,2910,0.1455,17,104189.67,341970.75,0.1403
2029-10-17,Facebook Ads,13042.28,7.94,4131,67.64,1582,0.079,38,92665.04,279420.84,0.0599
2029-10-18,Outdoor,44806.29,0.79,458,140.03,2489,0.0459,5,148424.08,64133.74,0.1786
2029-10-19,TV,28909.49,1.46,3842,111.46,2027,0.0462,41,148013.27,428229.32,0.0265
2029-10-20,Facebook Ads,17863.49,2.18,2944,185.46,1848,0.0077,51,93434.26,545994.24,0.08
2029-10-21,WhatsApp,41718.34,6.58,4638,186.8,1544,0.1054,26,104174.68,866378.4,0.1171
2029-10-22,Google Ads,24923.63,7.09,2311,165.23,1401,0.1175,78,94692.63,381846.53,0.106
2029-10-23,Instagram,45625.83,1.04,1072,155.47,2118,0.0097,14,50048.73,166663.84,0.1344
2029-10-24,Facebook Ads,46436.7,0.74,460,67.24,1170,0.09,18,32928.97,30930.4,0.0665
2029-10-25,Outdoor,8688.3,6.08,2732,62.7,1888,0.1183,61,63400.66,171296.4,0.154
2029-10-26,WhatsApp,615.01,1.5,3290,176.13,2610,0.0596,63,103999.74,579467.7,0.087
2029-10-27,TV,49204.58,1.5,1724,114.05,2812,0.0677,50,13116.72,196622.2,0.0338
2029-10-28,WhatsApp,45353.81,0.67,4028,117.7,1713,0.0574,46,79574.25,474095.6,0.1507
2029-10-29,TV,3244.54,0.87,1856,177.17,2447,0.0508,56,64217.61,328827.52,0.1833
2029-10-30,Facebook Ads,41735.2,2.48,340,143.21,595,0.0762,19,81485.3,48691.4,0.0792
2029-10-31,TV,23161.34,0.99,4861,76.91,648,0.0291,19,129732.86,373859.51,0.122
2029-11-01,Rádio,13318.6,3.27,1075,81.65,2129,0.0689,81,11903.47,87773.75,0.1407
2029-11-02,Rádio,43997.95,6.75,4418,50.96,2094,0.1416,63,115725.49,225141.28,0.168
2029-11-03,Rádio,10235.03,2.95,2413,156.6,308,0.009,97,101701.93,377875.8,0.0476
2029-11-04,Outdoor,47391.35,5.96,1405,122.84,525,0.0289,98,34557.96,172590.2,0.1183
2029-11-05,Outdoor,10678.26,1.2,887,192.49,2922,0.1178,37,111456.63,170738.63,0.1507
2029-11-06,Google Ads,30877.32,5.45,2528,157.1,1955,0.0241,37,76973.93,397148.8,0.0478
2029-11-07,Outdoor,11542.77,2.88,655,65.47,969,0.0443,64,74748.6,42882.85,0.0998
2029-11-08,Facebook Ads,27510.6,6.12,2209,74.23,2130,0.071,75,75045.22,163974.07,0.0982
2029-11-09,WhatsApp,34356.77,1.52,2749,125.26,2996,0.1418,4,142638.94,344339.74,0.1695
2029-11-10,WhatsApp,9916.28,7.23,1659,188.73,437,0.0316,63,141932.85,313103.07,0.1577
2029-11-11,Google Ads,26283.85,2.32,4335,87.09,1911,0.1388,26,137473.17,377535.15,0.0541
2029-11-12,Outdoor,23718.46,3.15,1463,173.84,847,0.1092,19,133577.6,254327.92,0.0543
2029-11-13,TV,4016.35,7.63,4059,96.84,2553,0.1023,59,10450.27,393073.56,0.1474
2029-11-14,Google Ads,41006.24,4.84,689,90.48,1667,0.1099,39,63086.26,62340.72,0.1505
2029-11-15,TV,17116.28,3.24,1849,185.21,1975,0.0095,82,134757.17,342453.29,0.044
2029-11-16,TV,28941.82,7.62,640,57.09,1865,0.0193,78,114493.35,36537.6,0.0881
2029-11-17,Instagram,25981.82,2.97,2522,149.11,1677,0.0536,5,71215.67,376055.42,0.1669
2029-11-18,WhatsApp,25906.39,1.21,390,56.48,2321,0.0157,72,117121.69,22027.2,0.0251
2029-11-19,Rádio,5807.51,7.98,2190,170.11,266,0.1482,35,35186.94,372540.9,0.081
2029-11-20,Outdoor,21462.36,2.51,4035,174.41,2253,0.0892,86,91970.89,703744.35,0.1325
2029-11-21,TV,22892.15,6.88,4058,184.0,838,0.0757,73,82284.75,746672.0,0.1565
2029-11-22,Instagram,36815.32,1.74,3959,77.91,1593,0.1189,64,88164.32,308445.69,0.134
2029-11-23,WhatsApp,42080.93,5.99,1355,68.67,2133,0.1467,10,109660.34,93047.85,0.0855
2029-11-24,Rádio,27476.62,4.43,107,125.53,2733,0.1435,48,142721.3,13431.71,0.1985
2029-11-25,TV,4795.76,7.86,1757,90.74,2106,0.12,83,43281.71,159430.18,0.0179
2029-11-26,TV,12224.05,4.65,4678,140.94,1113,0.0597,27,114917.36,659317.32,0.104
2029-11-27,Google Ads,8664.23,0.69,4528,127.06,2276,0.0146,21,98545.44,575327.68,0.1069
2029-11-28,Google Ads,6668.45,5.03,1356,71.73,1714,0.0193,83,105796.03,97265.88,0.0556
2029-11-29,WhatsApp,18612.02,1.59,4050,160.89,2598,0.0052,46,67193.35,651604.5,0.1162
2029-11-30,Rádio,11854.98,6.49,1139,170.57,422,0.0053,79,141963.9,194279.23,0.0518
2029-12-01,TV,11306.0,6.92,2216,194.46,1019,0.1408,65,74550.16,430923.36,0.0942
2029-12-02,WhatsApp,3207.31,4.12,784,109.33,1739,0.1394,24,22630.81,85714.72,0.092
2029-12-03,WhatsApp,1374.67,6.37,4118,100.66,1497,0.1018,90,103700.48,414517.88,0.1569
2029-12-04,Facebook Ads,5587.03,1.59,1897,78.84,564,0.1104,66,23686.02,149559.48,0.1891
2029-12-05,Outdoor,9023.78,4.19,1924,77.13,413,0.0794,86,51787.88,148398.12,0.0485
2029-12-06,Google Ads,21833.69,3.45,3634,98.16,1963,0.0395,31,38060.82,356713.44,0.1984
2029-12-07,Rádio,25770.75,5.08,162,197.27,2874,0.1376,16,83145.49,31957.74,0.1887
2029-12-08,TV,7459.3,0.83,360,63.84,2001,0.0453,39,55388.06,22982.4,0.0314
2029-12-09,WhatsApp,21526.78,6.14,3671,88.9,1524,0.1123,83,28178.72,326351.9,0.1833
2029-12-10,TV,17416.57,1.09,3292,62.9,1589,0.0406,29,119668.08,207066.8,0.1173
2029-12-11,Facebook Ads,9579.47,5.42,1588,91.04,823,0.1312,58,72931.28,144571.52,0.177
2029-12-12,Rádio,838.62,0.64,1230,63.86,378,0.0994,27,70895.11,78547.8,0.1897
2029-12-13,WhatsApp,23617.38,6.74,4375,126.25,843,0.0982,46,133522.63,552343.75,0.1732
2029-12-14,TV,34439.76,1.81,454,115.75,1011,0.0191,22,83129.53,52550.5,0.0865
2029-12-15,Google Ads,11700.73,4.37,2874,76.11,2467,0.0658,82,107934.93,218740.14,0.131
2029-12-16,Outdoor,7024.44,2.46,688,76.22,646,0.0811,56,52569.49,52439.36,0.0983
2029-12-17,Facebook Ads,44408.62,5.92,704,143.92,1927,0.0476,88,86386.98,101319.68,0.0796
2029-12-18,Rádio,14113.73,2.91,2328,108.07,1460,0.1327,87,110330.13,251586.96,0.0576
2029-12-19,Facebook Ads,11568.82,5.93,273,58.43,1187,0.1265,0,47988.44,15951.39,0.0939
2029-12-20,Google Ads,42926.3,2.64,453,188.03,620,0.0766,91,104837.45,85177.59,0.1631
2029-12-21,Rádio,40946.8,6.14,3390,110.74,1111,0.0543,28,87470.66,375408.6,0.1704
2029-12-22,Facebook Ads,22693.15,0.73,533,138.66,1618,0.1212,49,67958.01,73905.78,0.192
2029-12-23,Instagram,24717.32,2.62,3052,182.81,426,0.0335,63,108380.59,557936.12,0.0652
2029-12-24,Google Ads,11278.56,4.24,358,110.32,2197,0.0154,98,50951.13,39494.56,0.1336
2029-12-25,Google Ads,4375.93,0.84,967,173.1,1886,0.0116,80,108602.9,167387.7,0.1418
2029-12-26,Google Ads,28884.88,1.9,2706,187.21,2913,0.0106,74,84911.54,506590.26,0.0464
2029-12-27,Instagram,5368.07,7.51,3745,76.11,2013,0.0759,36,40612.56,285031.95,0.0797
2029-12-28,Instagram,22739.09,7.83,695,183.87,2215,0.042,60,101899.94,127789.65,0.075
2029-12-29,TV,47054.61,6.05,493,67.97,2518,0.1051,6,133290.84,33509.21,0.1973
2029-12-30,WhatsApp,47665.3,2.39,4531,91.27,1316,0.0998,89,49952.03,413544.37,0.1921
2029-12-31,Outdoor,12346.95,2.45,2210,171.23,590,0.0836,86,122788.12,378418.3,0.1661
2030-01-01,Facebook Ads,31393.61,5.34,3964,185.1,1300,0.0562,63,53738.9,733736.4,0.0998
2030-01-02,TV,23966.78,1.38,4239,152.62,1925,0.1283,17,124062.58,646956.18,0.0602
2030-01-03,Facebook Ads,43846.41,7.61,2300,65.72,1286,0.1079,28,12416.9,151156.0,0.184
2030-01-04,Outdoor,13935.83,2.19,4097,128.45,2796,0.0444,97,6046.22,526259.65,0.0609
2030-01-05,WhatsApp,683.27,8.0,3953,135.9,162,0.0777,59,21423.0,537212.7,0.1092
2030-01-06,Instagram,8546.78,4.22,3854,92.28,422,0.0277,53,131721.71,355647.12,0.0566
2030-01-07,WhatsApp,17801.38,6.29,4470,198.69,2396,0.0527,71,82389.67,888144.3,0.1945
2030-01-08,Instagram,16128.2,0.52,3529,100.34,1746,0.1496,20,91144.69,354099.86,0.0179
2030-01-09,Outdoor,39672.46,7.17,4621,81.54,1092,0.0375,20,127119.79,376796.34,0.0431
2030-01-10,WhatsApp,34187.75,2.53,4678,66.52,825,0.1063,57,12343.64,311180.56,0.1554
2030-01-11,TV,15328.04,5.51,313,106.78,720,0.0396,48,61130.52,33422.14,0.0388
2030-01-12,Rádio,23158.32,6.55,2226,153.89,60,0.141,35,98248.1,342559.14,0.1961
2030-01-13,TV,5230.18,1.73,238,84.71,57,0.05,16,63678.62,20160.98,0.0711
2030-01-14,Facebook Ads,44958.25,3.82,4293,165.43,1623,0.0553,79,9658.88,710190.99,0.1845
2030-01-15,TV,46803.53,4.2,4060,70.31,1446,0.0911,52,99386.83,285458.6,0.1358
2030-01-16,Outdoor,49000.28,2.84,763,116.07,510,0.0903,14,61753.19,88561.41,0.1305
2030-01-17,Google Ads,43493.37,4.11,2932,155.36,2352,0.089,78,7785.31,455515.52,0.1839
2030-01-18,Facebook Ads,9111.06,2.88,1173,70.3,2683,0.0881,39,29725.17,82461.9,0.1075
2030-01-19,WhatsApp,2786.73,3.21,4674,139.68,1401,0.0503,80,36549.42,652864.32,0.0861
2030-01-20,Facebook Ads,29190.04,5.52,4122,169.84,411,0.068,50,79039.3,700080.48,0.0513
2030-01-21,Rádio,45673.95,5.24,261,139.33,1447,0.091,64,32024.36,36365.13,0.0375
2030-01-22,Instagram,9278.89,2.24,1600,126.72,837,0.1023,12,57392.45,202752.0,0.1604
2030-01-23,WhatsApp,848.62,7.23,3278,175.74,258,0.0417,37,113846.54,576075.72,0.0343
2030-01-24,Facebook Ads,40372.05,6.97,4590,197.81,316,0.1067,73,122119.38,907947.9,0.0849
2030-01-25,WhatsApp,4301.39,4.32,4996,77.2,705,0.1389,96,120334.88,385691.2,0.0878
2030-01-26,WhatsApp,20978.45,3.75,285,153.7,1046,0.1149,25,105787.01,43804.5,0.1363
2030-01-27,WhatsApp,34104.92,3.33,4753,62.1,603,0.0172,75,83562.79,295161.3,0.0629
2030-01-28,Instagram,12221.48,5.8,2080,56.43,2833,0.073,82,84841.39,117374.4,0.1693
2030-01-29,Outdoor,4656.15,5.54,4641,92.12,1579,0.0681,14,143241.2,427528.92,0.0494
2030-01-30,TV,38616.05,1.97,4088,195.64,1637,0.0538,4,132290.97,799776.32,0.1599
2030-01-31,WhatsApp,31693.67,5.54,929,132.83,470,0.0762,1,99218.7,123399.07,0.1715
2030-02-01,Google Ads,49430.28,2.39,3619,90.24,2405,0.0687,77,72931.77,326578.56,0.0467
2030-02-02,Outdoor,17543.25,0.64,3611,69.89,2234,0.0059,92,110715.21,252372.79,0.1638
2030-02-03,Rádio,3557.24,5.74,3428,188.03,1492,0.0393,64,14093.81,644566.84,0.1456
2030-02-04,Instagram,36850.33,5.34,3448,104.35,2292,0.036,76,141968.19,359798.8,0.1761
2030-02-05,Facebook Ads,26325.8,3.58,2585,96.0,1168,0.0556,59,84399.03,248160.0,0.1069
2030-02-06,Instagram,11053.59,4.44,4711,178.69,1563,0.0303,95,77904.62,841808.59,0.0544
2030-02-07,Facebook Ads,39195.58,7.6,1325,140.66,1976,0.0148,97,47171.05,186374.5,0.1833
2030-02-08,Instagram,10585.9,4.96,4951,75.3,1098,0.0335,55,5491.48,372810.3,0.1601
2030-02-09,Facebook Ads,13402.75,5.43,2944,113.23,1305,0.1289,77,13880.26,333349.12,0.014
2030-02-10,WhatsApp,5080.16,0.98,2833,189.23,2703,0.1206,37,43136.23,536088.59,0.1885
2030-02-11,TV,20271.9,1.74,4520,185.18,2959,0.0691,56,83524.21,837013.6,0.1902
2030-02-12,Facebook Ads,21237.0,2.76,4096,60.52,270,0.1323,50,17119.15,247889.92,0.0775
2030-02-13,Facebook Ads,25970.81,4.55,2770,90.29,2394,0.0387,40,145947.54,250103.3,0.0119
2030-02-14,Google Ads,35593.73,6.32,4882,73.18,1276,0.0897,78,64589.31,357264.76,0.115
2030-02-15,Facebook Ads,45352.0,2.91,1598,130.07,2021,0.0257,69,50866.03,207851.86,0.1836
2030-02-16,Google Ads,7317.84,3.17,1788,162.5,392,0.1258,92,81153.49,290550.0,0.0336
2030-02-17,Rádio,3190.23,2.42,2547,94.33,642,0.0239,82,14423.06,240258.51,0.1222
2030-02-18,WhatsApp,1417.3,2.41,967,163.7,1278,0.0096,51,128315.35,158297.9,0.149
2030-02-19,Google Ads,7609.26,7.62,4412,150.31,2034,0.0446,0,71740.18,663167.72,0.0356
2030-02-20,TV,33068.5,5.27,3108,159.23,941,0.1356,84,30858.63,494886.84,0.1075
2030-02-21,Outdoor,36510.12,1.67,3624,192.24,2174,0.0238,17,28451.49,696677.76,0.0269
2030-02-22,WhatsApp,39432.03,5.92,2112,113.69,1623,0.0529,26,57338.38,240113.28,0.116
2030-02-23,Google Ads,12563.56,5.92,339,101.39,756,0.0509,91,88137.61,34371.21,0.094
2030-02-24,WhatsApp,15641.79,5.5,147,152.58,2049,0.1212,71,65451.35,22429.26,0.0603
2030-02-25,WhatsApp,24415.16,1.51,4149,171.13,1115,0.0661,94,91535.61,710018.37,0.1721
2030-02-26,WhatsApp,3627.56,3.56,3557,78.72,1255,0.0937,75,107294.27,280007.04,0.0825
2030-02-27,Rádio,30751.51,1.3,3379,177.02,806,0.0636,41,113530.87,598150.58,0.143
2030-02-28,TV,49194.88,6.62,3328,58.68,1268,0.085,5,63138.56,195287.04,0.1602
2030-03-01,Instagram,18359.91,5.41,1348,50.96,2687,0.0141,89,108965.48,68694.08,0.0439
2030-03-02,Instagram,37765.95,4.3,1267,73.76,1905,0.0592,79,25518.13,93453.92,0.0326
2030-03-03,Google Ads,25251.68,3.07,3590,196.8,2049,0.129,93,79398.95,706512.0,0.0115
2030-03-04,WhatsApp,6826.69,1.88,1997,128.53,2485,0.1052,82,15514.63,256674.41,0.0681
2030-03-05,Google Ads,29320.75,1.3,3636,56.99,2734,0.1474,81,40395.32,207215.64,0.165
2030-03-06,Rádio,15343.78,7.77,2279,199.58,2238,0.1192,23,89562.07,454842.82,0.1568
2030-03-07,Rádio,2202.96,2.0,4820,161.74,1394,0.0705,44,112361.0,779586.8,0.1756
2030-03-08,Facebook Ads,31929.02,0.95,2070,175.7,497,0.1031,83,18819.86,363699.0,0.1545
2030-03-09,Rádio,43017.15,7.71,4796,81.94,1866,0.1175,70,35025.13,392984.24,0.0146
2030-03-10,Facebook Ads,17566.1,4.62,2820,65.82,2390,0.0441,6,148825.24,185612.4,0.0832
2030-03-11,TV,19819.63,6.47,2481,127.26,1827,0.0137,15,53960.36,315732.06,0.0111
2030-03-12,Google Ads,44605.57,0.83,2043,165.83,2812,0.0638,57,46185.91,338790.69,0.0168
2030-03-13,Outdoor,40773.64,4.75,3246,145.67,2554,0.026,56,17362.28,472844.82,0.1009
2030-03-14,TV,35890.16,3.49,3583,144.66,2989,0.0452,41,105752.2,518316.78,0.0784
2030-03-15,Rádio,12815.45,6.29,3796,163.56,888,0.1423,13,78696.74,620873.76,0.1161
2030-03-16,TV,45555.72,0.79,2925,84.05,2751,0.1278,55,27844.88,245846.25,0.0226
2030-03-17,TV,8143.58,3.51,1927,149.23,1679,0.0909,11,96770.24,287566.21,0.1218
2030-03-18,TV,31525.14,6.49,322,108.82,713,0.0632,92,81235.25,35040.04,0.0224
2030-03-19,Rádio,1925.66,4.42,1846,60.46,814,0.0433,14,86917.07,111609.16,0.0905
2030-03-20,Outdoor,32364.13,4.63,629,80.32,225,0.0879,7,149253.95,50521.28,0.0769
2030-03-21,WhatsApp,14218.65,1.23,233,169.1,559,0.0823,57,9148.85,39400.3,0.0526
2030-03-22,TV,22759.01,1.49,3903,184.39,2802,0.1182,52,137670.96,719674.17,0.0693
2030-03-23,Facebook Ads,17590.6,5.58,4586,92.42,1239,0.1396,8,127074.16,423838.12,0.0101
2030-03-24,Rádio,9051.46,5.56,201,78.55,651,0.0527,45,65224.71,15788.55,0.0716
2030-03-25,TV,31288.05,7.84,3823,54.01,887,0.0349,91,132737.22,206480.23,0.0249
2030-03-26,Outdoor,44157.79,5.84,2828,192.15,1051,0.0634,90,99041.38,543400.2,0.185
2030-03-27,WhatsApp,47974.67,4.2,2645,152.58,2148,0.0684,6,133956.4,403574.1,0.0241
2030-03-28,Rádio,10021.14,6.93,2658,193.55,2783,0.0108,43,91235.98,514455.9,0.1911
2030-03-29,Instagram,36009.95,1.28,3141,179.58,2363,0.1299,13,36341.64,564060.78,0.1034
2030-03-30,WhatsApp,33384.8,3.87,2100,101.07,1160,0.1494,74,88552.1,212247.0,0.1075
2030-03-31,Facebook Ads,17497.2,2.65,1048,66.9,2703,0.1389,95,30964.03,70111.2,0.1597
2030-04-01,TV,1445.41,1.28,1668,124.86,2094,0.1298,91,25420.05,208266.48,0.1421
2030-04-02,Outdoor,34644.67,6.23,2153,54.02,634,0.1489,5,99838.88,116305.06,0.055
2030-04-03,Instagram,47302.0,4.33,3105,72.49,2436,0.1366,34,142384.11,225081.45,0.0148
2030-04-04,Outdoor,31789.95,4.68,293,85.01,1145,0.1048,69,90331.92,24907.93,0.1579
2030-04-05,Instagram,22046.99,3.58,841,149.85,423,0.0292,60,120389.21,126023.85,0.0347
2030-04-06,Rádio,26495.12,3.95,4006,126.48,629,0.0277,23,29412.83,506678.88,0.1237
2030-04-07,Instagram,10381.63,1.37,3059,95.36,566,0.0121,72,99860.5,291706.24,0.1891
2030-04-08,Facebook Ads,37651.94,5.55,4668,134.72,1311,0.0647,1,111281.73,628872.96,0.1144
2030-04-09,Facebook Ads,37447.78,3.74,2363,68.78,170,0.1223,77,11034.11,162527.14,0.0643
2030-04-10,Google Ads,7703.11,6.63,3520,163.36,1486,0.0761,50,19088.83,575027.2,0.044
2030-04-11,Facebook Ads,43959.93,1.97,3023,156.81,1796,0.0581,30,118329.23,474036.63,0.0151
2030-04-12,WhatsApp,13824.89,2.04,3354,82.48,2934,0.0208,93,68792.75,276637.92,0.1284
2030-04-13,Instagram,49121.68,5.34,3339,140.96,2667,0.0125,26,63809.25,470665.44,0.116
2030-04-14,Facebook Ads,19453.7,6.85,3965,125.5,92,0.0629,99,138453.59,497607.5,0.0977
2030-04-15,Rádio,9305.26,4.04,137,59.12,1577,0.0195,30,148835.04,8099.44,0.0468
2030-04-16,Outdoor,17910.15,5.95,1798,91.72,2092,0.02,69,115835.76,164912.56,0.055
2030-04-17,Outdoor,22288.93,7.99,4666,199.92,2169,0.0623,42,119926.1,932826.72,0.1921
2030-04-18,Google Ads,3930.73,7.93,4126,64.93,2188,0.0779,81,35206.54,267901.18,0.0139
2030-04-19,Outdoor,29121.81,6.08,3313,125.96,540,0.0321,51,32872.69,417305.48,0.0791
2030-04-20,Instagram,30082.81,6.05,1883,177.4,1899,0.1043,13,147199.01,334044.2,0.0174
2030-04-21,Google Ads,37077.06,2.36,2066,95.1,798,0.0657,58,105788.3,196476.6,0.0464
2030-04-22,Instagram,1943.91,6.75,202,89.11,432,0.0183,19,104572.92,18000.22,0.1873
2030-04-23,Rádio,27291.29,3.54,141,183.62,854,0.0974,51,46497.26,25890.42,0.0384
2030-04-24,Google Ads,3118.92,7.71,3094,95.72,1539,0.0568,74,133539.51,296157.68,0.1241
