ID_Botijao,Data,Hora,Estoque_Atual,Total_Distribuido,Distribuicao_Diaria,Limite_Reposicao,Capacidade_Botijao,Taxa_Uso_Diario,Previsao_Esgotamento_Dias,Tipo_Cliente,Custo_Reposicao,Preco_Venda,Margem_Lucro,Rota_Entrega,Tempo_Entrega,Distancia_Percorrida,Tipo_Produto,Marca_Produto,Região_Atendimento,Canal_Venda,Programa_Fidelidade,Temperatura,Satisfacao_Cliente,Tempo_Espera,Metodo_Pagamento
F1058,2025-01-08,14:20,231,961,76,225,13kg,0.59,7.7,Industrial,134.15,162.06,27.23,Roraima-Rota-06,85,75.1,GLP Comercial,Fogás,Roraima,E-commerce,541,22.4,3,18.1,Dinheiro
F4818,2025-01-09,10:07,158,360,52,129,45kg,0.24,5.1,Residencial,103.28,91.94,36.53,Amazonas-Rota-01,18,63.2,GLP Comercial,Fogás,Amazonas,Venda Direta,827,28.0,2,40.1,Boleto
F8762,2025-01-09,18:13,107,341,66,131,20kg,0.31,1.3,Residencial,112.74,142.53,12.9,Amazonas-Rota-04,76,77.7,GLP Industrial,Fogás,Amazonas,E-commerce,668,27.7,1,29.5,Cartão
F4684,2025-01-09,16:14,342,300,52,279,13kg,0.17,8.8,Condomínio,99.12,138.68,28.38,Amapá-Rota-08,76,21.8,GLP Granel,Ultragaz,Amapá,Revenda,666,27.7,3,10.5,PIX
F9870,2025-01-09,17:23,120,627,26,286,190kg,0.5,2.2,Comercial,110.39,181.89,10.48,Acre-Rota-06,49,24.0,GLP Residencial,Fogás,Acre,Revenda,977,28.5,5,39.4,Dinheiro
F9288,2025-01-09,06:07,415,447,47,198,20kg,0.44,5.8,Comercial,73.99,91.79,47.4,Roraima-Rota-04,81,84.0,GLP Granel,Fogás,Roraima,Revenda,176,27.8,5,2.4,Boleto
F8499,2025-01-09,20:52,245,903,25,207,20kg,0.45,6.0,Residencial,87.05,120.95,12.14,Amazonas-Rota-03,107,15.5,GLP Industrial,Ultragaz,Amazonas,Venda Direta,577,25.7,4,33.4,Cartão
F7606,2025-01-09,11:56,405,410,38,275,190kg,0.45,1.0,Residencial,89.84,122.76,38.29,Rondônia-Rota-06,27,28.2,GLP Industrial,Fogás,Rondônia,Revenda,104,26.2,4,7.9,Boleto
F7999,2025-01-09,06:02,444,814,22,111,45kg,0.17,3.4,Comercial,78.89,116.34,49.34,Amapá-Rota-08,50,70.2,GLP Industrial,Fogás,Amapá,Venda Direta,304,28.3,5,34.6,PIX
F4766,2025-01-09,06:29,212,726,93,176,13kg,0.51,1.4,Condomínio,120.69,198.72,49.9,Acre-Rota-02,67,48.2,GLP Industrial,Fogás,Acre,Venda Direta,424,27.8,4,30.3,PIX
F5645,2025-01-09,09:39,401,728,37,116,190kg,0.41,2.3,Residencial,113.3,148.18,16.23,Amazonas-Rota-06,102,65.1,GLP Comercial,Fogás,Amazonas,Revenda,907,28.2,1,42.2,Cartão
F7545,2025-01-09,12:45,93,380,77,220,13kg,0.22,5.9,Residencial,73.0,109.9,10.13,Roraima-Rota-01,16,17.1,GLP Comercial,Fogás,Roraima,Revenda,433,26.5,1,2.1,Dinheiro
F4491,2025-01-09,11:50,264,320,90,211,20kg,0.35,3.7,Residencial,139.16,188.1,49.86,Amazonas-Rota-02,21,24.3,GLP Residencial,Fogás,Amazonas,Venda Direta,59,26.5,5,41.9,PIX
F4129,2025-01-09,17:05,170,957,97,283,190kg,0.25,6.6,Comercial,123.42,113.7,18.05,Rondônia-Rota-01,96,95.8,GLP Comercial,Fogás,Rondônia,Revenda,148,26.2,4,42.5,Boleto
F5071,2025-01-09,15:51,83,305,54,293,190kg,0.13,8.7,Residencial,114.85,149.63,26.04,Acre-Rota-08,51,70.7,GLP Industrial,Fogás,Acre,Venda Direta,75,28.1,3,46.4,Cartão
F1299,2025-01-09,19:43,96,606,54,172,190kg,0.5,7.2,Industrial,140.29,132.24,36.79,Amazonas-Rota-02,100,81.3,GLP Industrial,Fogás,Amazonas,Revenda,662,28.6,4,28.9,Boleto
F1870,2025-01-09,16:00,179,795,97,241,20kg,0.34,2.1,Residencial,83.64,126.46,33.22,Roraima-Rota-04,25,94.8,GLP Residencial,Fogás,Roraima,Revenda,425,27.1,1,3.9,Dinheiro
F2576,2025-01-09,08:24,303,888,35,212,45kg,0.34,1.7,Residencial,83.07,191.65,34.41,Amapá-Rota-08,18,91.9,GLP Residencial,Fogás,Amapá,Revenda,512,28.2,1,24.4,Dinheiro
F6128,2025-01-09,16:24,352,521,74,141,20kg,0.27,5.2,Industrial,102.07,116.02,39.1,Rondônia-Rota-08,49,7.3,GLP Residencial,Fogás,Rondônia,Venda Direta,348,28.0,5,4.3,Cartão
F9168,2025-01-09,13:59,481,550,93,275,13kg,0.19,2.0,Industrial,140.05,107.42,42.96,Roraima-Rota-02,60,10.6,GLP Residencial,Fogás,Roraima,Revenda,94,27.4,2,25.1,PIX
F8063,2025-01-09,07:36,475,757,88,243,20kg,0.15,2.3,Residencial,145.39,187.65,48.02,Roraima-Rota-01,31,25.9,GLP Industrial,Fogás,Roraima,Venda Direta,187,25.2,4,29.2,Dinheiro
F7146,2025-01-09,09:38,159,463,59,127,13kg,0.24,1.2,Condomínio,129.56,183.22,28.06,Rondônia-Rota-07,48,90.2,GLP Industrial,Fogás,Rondônia,Revenda,567,25.8,2,35.5,Boleto
F9658,2025-01-09,15:29,325,908,43,109,20kg,0.47,2.5,Comercial,104.81,182.49,12.49,Rondônia-Rota-09,93,75.8,GLP Granel,Fogás,Rondônia,Revenda,584,25.5,3,20.4,Cartão
F1255,2025-01-09,13:15,75,378,73,201,190kg,0.37,2.8,Residencial,80.48,198.8,14.55,Acre-Rota-07,64,79.8,GLP Residencial,Fogás,Acre,Revenda,926,25.2,5,22.6,Cartão
F9975,2025-01-09,09:10,456,584,55,206,13kg,0.6,8.8,Comercial,130.52,130.18,23.42,Amazonas-Rota-09,25,60.8,GLP Comercial,Fogás,Amazonas,Revenda,850,26.3,3,26.9,Cartão
F9833,2025-01-09,19:14,411,502,91,253,45kg,0.18,8.8,Industrial,96.85,163.4,39.87,Amapá-Rota-02,117,76.4,GLP Granel,Fogás,Amapá,Revenda,986,26.4,1,34.3,Boleto
F9042,2025-01-09,10:45,206,680,32,272,20kg,0.13,9.2,Industrial,89.1,158.49,12.91,Amapá-Rota-09,35,95.2,GLP Granel,Fogás,Amapá,Revenda,139,27.3,3,38.0,PIX
F2579,2025-01-09,17:35,118,226,38,162,13kg,0.45,3.7,Residencial,140.15,182.09,26.35,Amapá-Rota-03,69,83.4,GLP Comercial,Fogás,Amapá,Revenda,77,26.6,2,11.9,Boleto
F9501,2025-01-09,08:11,472,314,27,261,190kg,0.54,5.9,Industrial,87.01,124.82,47.34,Amazonas-Rota-04,97,86.3,GLP Industrial,Fogás,Amazonas,Revenda,424,26.4,2,17.9,Cartão
F1888,2025-01-09,12:41,231,853,93,186,45kg,0.46,3.5,Residencial,72.89,109.31,29.54,Acre-Rota-04,102,54.0,GLP Industrial,Fogás,Acre,Revenda,380,28.8,1,7.4,PIX
F1065,2025-01-09,06:08,417,450,33,178,20kg,0.23,3.1,Industrial,138.94,136.37,42.79,Roraima-Rota-08,103,54.7,GLP Industrial,Fogás,Roraima,Venda Direta,0,25.1,1,15.5,PIX
F5993,2025-01-09,19:08,318,736,58,145,20kg,0.41,9.5,Residencial,88.77,160.19,16.84,Amapá-Rota-04,23,38.0,GLP Comercial,Ultragaz,Amapá,Revenda,869,25.9,4,38.1,Dinheiro
F2415,2025-01-10,10:25,424,880,37,287,20kg,0.26,7.0,Industrial,109.6,114.75,21.75,Acre-Rota-03,79,13.9,GLP Granel,Fogás,Acre,Revenda,584,32.4,5,23.2,PIX
F7653,2025-01-10,19:47,348,380,41,106,45kg,0.23,7.2,Industrial,108.2,135.5,25.99,Rondônia-Rota-07,82,99.7,GLP Industrial,Fogás,Rondônia,Venda Direta,232,34.3,3,35.9,Cartão
F6345,2025-01-10,17:51,491,690,75,263,190kg,0.41,2.9,Residencial,140.37,166.3,10.58,Roraima-Rota-03,71,85.4,GLP Comercial,Fogás,Roraima,Revenda,485,32.8,5,31.6,Boleto
F4298,2025-01-10,21:55,450,961,87,139,20kg,0.3,9.8,Industrial,77.03,120.82,10.73,Amapá-Rota-08,15,8.9,GLP Comercial,Ultragaz,Amapá,Venda Direta,595,32.8,5,7.6,Boleto
F5031,2025-01-10,08:32,208,411,37,287,13kg,0.58,5.5,Residencial,80.83,127.99,17.03,Roraima-Rota-04,43,63.2,GLP Industrial,Fogás,Roraima,Revenda,177,32.4,4,12.6,PIX
F1309,2025-01-10,15:44,82,744,80,101,45kg,0.39,9.1,Residencial,100.92,120.43,20.64,Rondônia-Rota-07,118,78.7,GLP Granel,Fogás,Rondônia,Revenda,40,31.8,5,31.8,Dinheiro
F1868,2025-01-10,08:18,337,524,41,277,190kg,0.56,5.9,Residencial,110.24,149.24,22.19,Rondônia-Rota-03,90,8.9,GLP Industrial,Fogás,Rondônia,Venda Direta,744,34.7,4,36.9,Boleto
F6471,2025-01-10,21:56,198,446,52,110,190kg,0.28,3.0,Residencial,115.67,154.2,21.67,Rondônia-Rota-09,32,37.5,GLP Granel,Fogás,Rondônia,Revenda,517,34.5,3,46.6,Dinheiro
F2696,2025-01-10,12:39,314,295,89,199,190kg,0.38,2.0,Comercial,135.64,91.02,36.57,Amazonas-Rota-02,80,79.5,GLP Residencial,Fogás,Amazonas,Revenda,724,33.1,4,25.4,Dinheiro
F7348,2025-01-10,10:55,459,814,57,104,45kg,0.49,6.6,Comercial,108.46,158.91,46.27,Amazonas-Rota-01,44,30.2,GLP Comercial,Fogás,Amazonas,Revenda,876,34.7,4,4.3,Cartão
F5583,2025-01-10,16:25,420,391,78,110,13kg,0.12,9.0,Comercial,97.76,150.01,14.58,Rondônia-Rota-09,46,86.7,GLP Granel,Fogás,Rondônia,Revenda,143,32.7,4,15.3,Cartão
F4938,2025-01-10,21:45,218,808,75,270,13kg,0.12,5.0,Condomínio,84.08,129.01,42.38,Amazonas-Rota-04,15,22.7,GLP Comercial,Fogás,Amazonas,Revenda,32,34.7,4,40.8,Boleto
F3808,2025-01-10,15:13,271,938,95,231,13kg,0.49,8.4,Industrial,79.94,152.75,46.63,Rondônia-Rota-02,69,77.3,GLP Granel,Fogás,Rondônia,Revenda,919,33.9,5,7.8,Dinheiro
F1529,2025-01-10,12:34,353,973,28,225,20kg,0.44,8.1,Residencial,88.28,126.88,21.79,Roraima-Rota-07,75,78.2,GLP Granel,Fogás,Roraima,Venda Direta,762,33.6,4,27.4,PIX
F1437,2025-01-10,13:41,469,482,56,204,20kg,0.13,8.9,Residencial,74.11,94.49,13.91,Roraima-Rota-05,83,40.7,GLP Industrial,Fogás,Roraima,Revenda,199,32.3,1,27.5,PIX
F8567,2025-01-10,16:03,125,416,70,190,190kg,0.38,1.9,Residencial,101.08,106.95,25.48,Acre-Rota-06,114,66.4,GLP Comercial,Fogás,Acre,Revenda,631,31.9,3,23.2,Cartão
F3276,2025-01-10,06:33,395,429,42,235,190kg,0.48,8.1,Condomínio,99.13,197.48,49.88,Acre-Rota-08,102,34.6,GLP Granel,Fogás,Acre,E-commerce,107,34.5,1,22.4,PIX
F6143,2025-01-10,08:47,412,273,28,175,13kg,0.49,9.6,Industrial,95.69,161.89,29.34,Amapá-Rota-01,57,72.1,GLP Granel,Fogás,Amapá,E-commerce,438,34.9,1,32.4,Cartão
F4107,2025-01-10,18:23,434,313,37,143,190kg,0.28,8.0,Residencial,139.83,179.71,22.99,Rondônia-Rota-02,108,77.5,GLP Industrial,Fogás,Rondônia,Venda Direta,616,34.4,5,38.6,Dinheiro
F1946,2025-01-10,09:45,59,222,60,229,20kg,0.59,3.6,Residencial,75.95,100.48,22.43,Amapá-Rota-01,113,96.3,GLP Comercial,Fogás,Amapá,Revenda,341,32.9,2,8.0,Dinheiro
F5244,2025-01-10,16:03,67,924,65,110,13kg,0.22,7.3,Residencial,84.5,162.03,20.51,Rondônia-Rota-02,109,55.5,GLP Industrial,Fogás,Rondônia,Revenda,530,31.9,4,0.4,Dinheiro
F7894,2025-01-10,17:19,243,468,93,299,20kg,0.17,5.2,Residencial,145.58,162.96,12.45,Amapá-Rota-05,105,63.2,GLP Industrial,Fogás,Amapá,Revenda,636,34.8,5,2.0,Cartão
F4146,2025-01-10,20:36,178,848,88,296,13kg,0.57,3.4,Residencial,113.11,152.31,38.7,Amazonas-Rota-06,78,35.9,GLP Granel,Fogás,Amazonas,Venda Direta,523,34.4,4,40.8,Cartão
F6516,2025-01-10,15:16,168,760,76,189,45kg,0.2,7.8,Comercial,129.85,139.21,19.1,Rondônia-Rota-05,90,6.2,GLP Granel,Fogás,Rondônia,Revenda,678,34.7,5,24.3,Boleto
F4756,2025-01-10,08:02,295,633,32,206,20kg,0.2,5.1,Residencial,115.65,143.15,32.78,Amazonas-Rota-08,28,52.2,GLP Residencial,Ultragaz,Amazonas,Revenda,463,32.2,1,20.3,Cartão
F8078,2025-01-11,07:10,391,817,65,129,45kg,0.22,1.6,Residencial,144.34,94.71,44.45,Rondônia-Rota-07,109,59.7,GLP Residencial,Fogás,Rondônia,Revenda,664,23.2,2,47.5,Cartão
F3997,2025-01-11,20:41,314,462,53,288,190kg,0.15,4.2,Comercial,71.77,103.01,24.21,Amazonas-Rota-07,30,40.6,GLP Granel,Ultragaz,Amazonas,Revenda,495,21.4,2,9.4,Cartão
F3516,2025-01-11,12:43,480,590,47,252,45kg,0.11,2.5,Residencial,129.12,199.13,18.83,Roraima-Rota-09,36,75.1,GLP Granel,Fogás,Roraima,Venda Direta,266,24.3,3,31.7,PIX
F2162,2025-01-11,08:40,370,555,80,227,13kg,0.32,5.1,Industrial,96.07,124.33,21.68,Rondônia-Rota-01,33,26.3,GLP Industrial,Fogás,Rondônia,E-commerce,885,24.3,2,34.7,Boleto
F5569,2025-01-11,20:01,107,217,60,262,20kg,0.56,7.5,Industrial,126.31,91.13,12.31,Amazonas-Rota-03,105,17.7,GLP Industrial,Fogás,Amazonas,Venda Direta,226,23.1,4,5.2,PIX
F9785,2025-01-11,12:45,152,584,76,179,190kg,0.46,7.2,Residencial,121.26,130.5,10.94,Amapá-Rota-01,45,56.6,GLP Residencial,Fogás,Amapá,Revenda,948,23.8,3,26.4,Cartão
F4184,2025-01-11,19:06,286,944,38,179,13kg,0.39,3.1,Residencial,108.55,137.9,24.43,Acre-Rota-03,81,54.0,GLP Industrial,Ultragaz,Acre,Revenda,756,21.5,3,8.4,Dinheiro
F3126,2025-01-11,11:23,331,882,78,250,20kg,0.47,3.1,Comercial,96.16,173.74,42.66,Amapá-Rota-07,39,25.0,GLP Residencial,Ultragaz,Amapá,Venda Direta,443,22.8,4,28.6,Boleto
F1892,2025-01-11,21:10,490,992,74,204,45kg,0.22,3.8,Residencial,139.37,117.64,17.74,Amapá-Rota-07,96,16.1,GLP Granel,Fogás,Amapá,Revenda,665,23.0,3,6.1,PIX
F7200,2025-01-11,18:03,418,205,93,102,20kg,0.27,5.8,Industrial,134.6,106.02,11.81,Amazonas-Rota-07,71,5.3,GLP Granel,Fogás,Amazonas,Revenda,920,21.1,1,41.8,Dinheiro
F8216,2025-01-11,20:02,405,966,39,131,190kg,0.2,7.9,Condomínio,96.24,103.34,11.36,Roraima-Rota-02,25,86.5,GLP Industrial,Fogás,Roraima,Revenda,164,21.7,4,37.4,Boleto
F8242,2025-01-11,19:37,416,579,67,128,45kg,0.55,1.5,Residencial,74.44,182.1,35.58,Roraima-Rota-06,50,39.0,GLP Granel,Fogás,Roraima,Revenda,641,22.6,2,47.2,Boleto
F6879,2025-01-11,17:34,285,877,78,285,190kg,0.21,9.7,Residencial,91.84,139.69,37.33,Roraima-Rota-01,77,28.5,GLP Residencial,Fogás,Roraima,Revenda,295,24.6,2,41.6,PIX
F6450,2025-01-11,20:52,112,420,79,270,13kg,0.46,2.6,Industrial,124.35,186.33,28.32,Amazonas-Rota-08,104,43.2,GLP Industrial,Fogás,Amazonas,Revenda,585,24.0,2,29.8,Dinheiro
F9791,2025-01-11,09:17,389,972,60,128,20kg,0.28,6.9,Residencial,83.84,174.76,34.69,Roraima-Rota-09,77,90.7,GLP Granel,Fogás,Roraima,Revenda,749,21.0,1,39.2,PIX
F6910,2025-01-11,06:45,257,607,46,202,13kg,0.24,7.3,Comercial,90.45,133.18,12.81,Roraima-Rota-09,62,72.4,GLP Industrial,Fogás,Roraima,Venda Direta,911,24.5,3,30.3,Cartão
F8039,2025-01-11,06:02,208,450,36,179,45kg,0.48,4.4,Condomínio,88.09,133.56,42.7,Acre-Rota-06,70,15.2,GLP Comercial,Fogás,Acre,Venda Direta,573,22.9,4,28.2,PIX
F7234,2025-01-11,19:47,254,429,66,272,45kg,0.58,3.4,Residencial,84.33,169.68,23.82,Amapá-Rota-01,34,78.3,GLP Comercial,Fogás,Amapá,Revenda,597,23.1,1,29.1,PIX
F2104,2025-01-11,08:54,332,592,86,264,20kg,0.11,5.1,Comercial,111.04,94.98,24.83,Amazonas-Rota-09,60,30.4,GLP Comercial,Fogás,Amazonas,Revenda,557,24.8,4,20.1,Dinheiro
F4884,2025-01-11,18:19,167,584,46,178,45kg,0.27,6.2,Residencial,121.4,157.03,14.96,Acre-Rota-01,27,58.1,GLP Industrial,Fogás,Acre,E-commerce,568,24.9,5,38.5,Boleto
F5161,2025-01-12,12:35,122,602,37,124,190kg,0.53,8.5,Residencial,145.03,126.48,40.68,Amapá-Rota-01,94,79.7,GLP Residencial,Ultragaz,Amapá,Revenda,422,24.0,4,12.3,Boleto
F1838,2025-01-12,09:49,227,247,77,118,45kg,0.46,9.0,Residencial,101.99,191.76,41.95,Roraima-Rota-03,115,56.0,GLP Granel,Fogás,Roraima,Revenda,653,25.6,3,45.1,Boleto
F3936,2025-01-12,19:14,424,320,29,252,13kg,0.52,3.7,Residencial,109.16,111.48,24.79,Roraima-Rota-06,30,13.1,GLP Granel,Fogás,Roraima,Venda Direta,394,23.7,2,23.3,Boleto
F3188,2025-01-12,16:22,208,886,59,217,20kg,0.12,9.6,Industrial,140.34,195.71,22.87,Acre-Rota-07,35,14.4,GLP Granel,Fogás,Acre,Venda Direta,505,22.5,3,36.3,Dinheiro
F4827,2025-01-12,12:11,401,573,59,202,45kg,0.57,8.8,Residencial,94.76,149.4,13.82,Roraima-Rota-08,95,99.5,GLP Industrial,Fogás,Roraima,Revenda,746,22.3,1,2.8,Boleto
F4409,2025-01-12,17:21,325,397,80,138,45kg,0.51,9.2,Comercial,72.67,100.35,34.23,Amazonas-Rota-04,69,30.0,GLP Industrial,Fogás,Amazonas,Revenda,266,24.3,4,44.0,Boleto
F2909,2025-01-12,13:18,417,706,71,295,13kg,0.18,3.0,Residencial,71.96,157.73,17.43,Amapá-Rota-04,87,36.9,GLP Residencial,Fogás,Amapá,Venda Direta,275,24.3,4,11.7,PIX
F4760,2025-01-12,10:43,364,202,65,180,45kg,0.18,8.3,Residencial,97.39,145.14,43.64,Amapá-Rota-09,117,88.4,GLP Comercial,Fogás,Amapá,Venda Direta,649,24.3,5,14.0,Boleto
F3570,2025-01-12,11:35,387,947,92,230,45kg,0.15,9.9,Industrial,147.58,189.9,16.14,Amazonas-Rota-07,41,20.9,GLP Industrial,Fogás,Amazonas,Revenda,614,26.2,5,44.2,PIX
F9746,2025-01-12,16:18,129,324,71,240,190kg,0.47,9.8,Comercial,107.28,186.33,37.66,Amazonas-Rota-02,86,9.4,GLP Residencial,Fogás,Amazonas,Revenda,538,23.5,5,13.5,Dinheiro
F8918,2025-01-12,13:20,240,793,50,176,20kg,0.39,3.4,Residencial,137.32,182.25,20.36,Rondônia-Rota-03,20,97.3,GLP Residencial,Fogás,Rondônia,Revenda,181,25.7,5,18.9,PIX
F8286,2025-01-12,14:18,86,482,65,275,20kg,0.18,3.8,Industrial,121.12,174.33,26.51,Rondônia-Rota-02,20,48.0,GLP Residencial,Fogás,Rondônia,Venda Direta,375,26.0,2,15.7,Boleto
F7681,2025-01-12,18:19,463,822,90,109,190kg,0.55,4.6,Industrial,107.68,181.83,27.79,Acre-Rota-04,48,51.3,GLP Industrial,Fogás,Acre,E-commerce,724,25.4,1,0.5,Dinheiro
F9238,2025-01-12,06:13,208,333,32,147,13kg,0.59,1.2,Residencial,133.77,184.52,14.47,Rondônia-Rota-08,83,14.2,GLP Granel,Fogás,Rondônia,Revenda,959,24.4,2,32.0,PIX
F6766,2025-01-12,17:39,296,534,66,106,13kg,0.4,5.8,Industrial,94.98,94.66,35.55,Rondônia-Rota-08,26,25.2,GLP Industrial,Fogás,Rondônia,Revenda,57,24.8,5,19.1,Cartão
F7496,2025-01-12,14:05,216,329,26,158,45kg,0.24,3.5,Condomínio,109.67,193.25,49.58,Rondônia-Rota-09,87,71.4,GLP Industrial,Fogás,Rondônia,Revenda,814,23.2,1,13.2,Dinheiro
F4017,2025-01-12,19:49,174,396,78,117,20kg,0.32,8.3,Comercial,90.13,151.87,24.94,Acre-Rota-05,37,58.4,GLP Residencial,Fogás,Acre,Revenda,176,25.8,3,5.5,Dinheiro
F6736,2025-01-12,16:56,432,206,88,164,45kg,0.38,1.8,Industrial,96.82,99.45,44.88,Amazonas-Rota-03,88,47.4,GLP Residencial,Ultragaz,Amazonas,Revenda,629,22.2,3,39.9,Dinheiro
F9166,2025-01-12,19:03,187,385,56,283,13kg,0.49,3.5,Industrial,102.0,168.41,33.18,Acre-Rota-06,77,95.1,GLP Industrial,Fogás,Acre,Revenda,866,22.4,2,6.6,PIX
F2247,2025-01-12,08:06,344,301,59,133,20kg,0.22,3.0,Condomínio,146.68,193.89,38.0,Acre-Rota-06,94,84.6,GLP Granel,Fogás,Acre,Revenda,693,22.3,2,47.1,Dinheiro
F2457,2025-01-12,19:38,224,903,67,177,45kg,0.49,7.6,Residencial,105.51,154.0,20.28,Amapá-Rota-09,48,86.1,GLP Granel,Fogás,Amapá,Venda Direta,543,25.2,2,21.4,Dinheiro
F5925,2025-01-12,14:24,283,448,62,176,45kg,0.11,9.1,Residencial,101.47,162.13,49.43,Amapá-Rota-01,84,32.4,GLP Residencial,Fogás,Amapá,E-commerce,61,24.0,4,16.9,Boleto
F3690,2025-01-12,12:35,163,367,97,193,13kg,0.22,9.6,Residencial,123.23,91.52,42.24,Amapá-Rota-05,76,48.4,GLP Comercial,Ultragaz,Amapá,Revenda,761,22.5,2,47.4,PIX
F3639,2025-01-12,07:48,279,869,95,176,20kg,0.25,7.5,Industrial,77.19,123.11,22.82,Acre-Rota-05,116,56.1,GLP Comercial,Fogás,Acre,Revenda,548,24.2,5,35.2,Boleto
F2066,2025-01-12,19:18,126,935,63,190,190kg,0.42,4.9,Residencial,95.9,105.34,30.77,Acre-Rota-08,17,36.5,GLP Residencial,Fogás,Acre,Revenda,142,23.5,5,9.7,Dinheiro
F7044,2025-01-12,10:40,90,256,45,173,45kg,0.37,2.3,Industrial,115.32,142.03,42.14,Roraima-Rota-09,22,38.9,GLP Industrial,Fogás,Roraima,Revenda,56,23.6,1,22.3,Cartão
F5117,2025-01-12,18:23,258,491,43,174,13kg,0.2,7.3,Industrial,71.13,143.18,16.39,Amazonas-Rota-01,71,24.8,GLP Residencial,Fogás,Amazonas,Revenda,409,26.1,4,24.9,Boleto
F1060,2025-01-12,09:57,255,516,32,209,45kg,0.59,4.3,Residencial,124.68,151.96,27.6,Amazonas-Rota-05,51,64.0,GLP Granel,Fogás,Amazonas,Revenda,717,26.0,5,37.6,PIX
F8680,2025-01-12,09:53,373,672,26,139,45kg,0.19,7.8,Industrial,122.87,149.75,42.02,Acre-Rota-01,19,20.9,GLP Industrial,Ultragaz,Acre,Revenda,400,23.3,1,0.4,Boleto
F2582,2025-01-12,20:15,129,836,94,157,13kg,0.11,7.2,Condomínio,98.05,166.22,35.27,Acre-Rota-03,105,33.4,GLP Granel,Ultragaz,Acre,E-commerce,8,26.0,3,18.4,Dinheiro
F2112,2025-01-12,07:23,375,722,72,199,45kg,0.5,7.0,Industrial,132.28,189.19,33.68,Acre-Rota-07,57,62.1,GLP Residencial,Fogás,Acre,Revenda,410,25.7,4,14.8,Cartão
F2671,2025-01-12,19:07,197,334,20,279,20kg,0.47,2.4,Industrial,137.24,194.68,46.4,Amapá-Rota-08,117,32.3,GLP Comercial,Ultragaz,Amapá,Revenda,899,24.3,4,18.3,Cartão
F2972,2025-01-12,15:02,449,671,50,205,20kg,0.37,7.0,Comercial,76.82,104.0,37.93,Acre-Rota-06,49,87.9,GLP Granel,Fogás,Acre,Revenda,520,22.8,1,30.4,Dinheiro
F7763,2025-01-13,20:02,213,246,29,265,45kg,0.51,2.0,Residencial,93.26,113.63,35.01,Rondônia-Rota-07,69,54.1,GLP Comercial,Fogás,Rondônia,Revenda,978,27.5,4,25.4,Boleto
F9676,2025-01-13,07:11,233,517,38,250,190kg,0.56,6.6,Residencial,144.62,105.12,25.99,Amapá-Rota-02,75,23.2,GLP Industrial,Fogás,Amapá,Venda Direta,584,27.7,3,22.4,Dinheiro
F5116,2025-01-13,07:56,366,510,62,213,20kg,0.41,1.5,Industrial,145.78,151.24,31.98,Rondônia-Rota-01,51,60.8,GLP Industrial,Fogás,Rondônia,E-commerce,115,24.6,2,14.0,Cartão
F3334,2025-01-13,10:53,95,408,43,299,45kg,0.25,9.0,Residencial,92.18,113.51,35.65,Amazonas-Rota-06,18,97.6,GLP Industrial,Fogás,Amazonas,Revenda,850,24.8,4,22.3,Cartão
F7189,2025-01-13,20:28,192,520,96,286,13kg,0.38,4.9,Comercial,125.72,183.33,24.29,Amazonas-Rota-03,101,97.8,GLP Comercial,Fogás,Amazonas,Venda Direta,962,24.8,5,16.6,PIX
F1407,2025-01-13,12:49,482,873,86,217,45kg,0.22,9.6,Residencial,138.04,175.09,15.37,Roraima-Rota-04,76,52.6,GLP Comercial,Fogás,Roraima,Revenda,34,27.4,1,23.5,Boleto
F8408,2025-01-13,08:46,411,666,55,164,45kg,0.1,6.8,Comercial,127.04,183.52,49.68,Acre-Rota-06,50,8.8,GLP Granel,Fogás,Acre,E-commerce,509,27.0,5,47.2,PIX
F7598,2025-01-13,07:11,208,787,93,188,13kg,0.3,6.6,Comercial,138.07,187.86,30.28,Acre-Rota-05,91,28.4,GLP Industrial,Fogás,Acre,E-commerce,308,27.9,3,13.1,Cartão
F2691,2025-01-13,15:12,491,403,91,201,45kg,0.31,1.6,Comercial,140.26,109.75,33.18,Rondônia-Rota-08,68,77.7,GLP Comercial,Fogás,Rondônia,E-commerce,714,24.8,4,31.5,PIX
F5261,2025-01-13,13:40,365,494,80,208,13kg,0.11,6.1,Comercial,92.01,164.83,38.72,Roraima-Rota-02,60,57.6,GLP Granel,Ultragaz,Roraima,Revenda,249,27.6,3,44.4,Boleto
F1868,2025-01-13,09:55,465,974,72,237,190kg,0.37,2.0,Comercial,71.18,91.73,45.45,Acre-Rota-07,67,10.6,GLP Granel,Fogás,Acre,Revenda,521,26.3,1,42.4,Cartão
F8721,2025-01-13,06:59,441,616,89,198,20kg,0.3,2.7,Condomínio,149.89,92.12,26.4,Acre-Rota-05,97,61.4,GLP Granel,Fogás,Acre,Revenda,97,26.5,1,23.0,Dinheiro
F9075,2025-01-13,13:48,297,798,92,126,20kg,0.57,9.8,Comercial,122.51,141.89,42.86,Amapá-Rota-02,42,61.0,GLP Comercial,Fogás,Amapá,Revenda,8,28.3,4,12.2,Boleto
F9648,2025-01-13,16:57,483,671,69,278,45kg,0.21,7.8,Comercial,89.53,191.01,40.66,Rondônia-Rota-03,54,23.7,GLP Granel,Fogás,Rondônia,Venda Direta,969,26.3,4,24.5,Boleto
